Produktionsauftrag_ID;Datum;Produkt_ID;Maschinen_ID;Schicht_ID;Zulieferer_ID;Produktionslinie;Produzierte_Menge;Produktionsdauer_h;Ausschussmenge;Nachbearbeitungsmenge;Materialverbrauch;Energieverbrauch;Downtime_h;Materialkosten;Energiekosten;Ausschusskosten;Nacharbeitskosten;Produktionskosten;Umsatz;Gewinn
50087;13.06.2025;106;158;9086;66;L5;1490;6,4;45;18;3278,0;2682,0;1,11;8195,0;804,6;675;144;9818,6;382766,1;372947,5
59694;27.10.2024;146;175;8040;103;L5;8972;40,26;783;313;21084,2;17046,8;5,87;52710,5;5114,04;11745;2504;72073,54;2396959,52;2324885,98
472292;01.08.2020;360;89;974;144;L1;11418;34,64;383;153;18268,8;15985,2;1,68;45672,0;4795,56;5745;1224;57436,56;1634144,16;1576707,6
497142;30.06.2023;268;216;5825;12;L6;3084;11,5;145;58;4009,2;3700,8;7,7;10023,0;1110,24;2175;464;13772,24;319656,6;305884,36
510102;28.04.2020;374;141;543;7;L2;7534;28,06;304;121;15444,7;12807,8;0,68;38611,75;3842,34;4560;968;47982,09;1619282,62;1571300,53
251486;22.10.2023;26;213;6346;129;L5;7319;33,95;387;154;18297,5;14638,0;3,49;45743,75;4391,4;5805;1232;57172,15;2388336,08;2331163,93
118025;11.04.2024;496;91;7132;125;L5;2400;12,82;173;69;5280,0;4320,0;6,82;13200,0;1296,0;2595;552;17643,0;596448,0;578805,0
756172;11.12.2023;4;156;6574;39;L1;6350;21,77;376;150;7302,5;6985,0;15,09;18256,25;2095,5;5640;1200;27191,75;544131,5;516939,75
686666;13.11.2025;449;75;9784;11;L2;3756;13,94;183;73;6009,6;5258,4;5,64;15024,0;1577,52;2745;584;19930,52;581503,92;561573,4
724105;08.10.2023;325;56;6282;105;L4;6817;25,32;242;96;13974,85;11588,9;0,46;34937,12;3476,67;3630;768;42811,8;1625377,31;1582565,52
484517;19.02.2022;354;225;3562;112;L4;5792;19,22;264;105;9267,2;8108,8;4,16;23168,0;2432,64;3960;840;30400,64;1005549,12;975148,48
283233;29.01.2021;76;103;1801;135;L5;1871;8,68;89;35;3274,25;2806,5;5,38;8185,62;841,95;1335;280;10642,58;332607,67;321965,1
123163;18.08.2020;186;243;1053;114;L6;5068;15,19;208;83;8108,8;7095,2;0,38;20272,0;2128,56;3120;664;26184,56;785641,36;759456,8
401751;18.03.2023;158;134;5353;26;L2;3697;13,36;119;47;7024,3;5915,2;1,29;17560,75;1774,56;1785;376;21496,31;727532,63;706036,32
650657;28.07.2024;235;248;7623;60;L1;4445;10,03;116;46;5111,75;4889,5;0,15;12779,38;1466,85;1740;368;16354,22;373913,4;357559,18
87662;10.08.2024;236;172;7684;21;L3;4024;22,31;299;119;8852,8;7243,2;13,08;22132,0;2172,96;4485;952;29741,96;1017267,2;987525,24
660477;06.01.2023;32;130;5028;105;L5;1195;7,48;58;23;2808,25;2270,5;5,02;7020,62;681,15;870;184;8755,78;335783,05;327027,27
450091;29.03.2020;156;156;407;103;L1;1740;10,58;136;54;2784,0;2436,0;10,87;6960,0;730,8;2040;432;10162,8;234934,8;224772,0
514011;26.04.2025;417;267;8865;54;L5;9925;44,19;640;256;23323,75;18857,5;5,8;58309,38;5657,25;9600;2048;75614,62;2865744,5;2790129,88
138425;01.06.2023;467;193;5692;130;L5;9810;22,69;261;104;11281,5;10791,0;1,44;28203,75;3237,3;3915;832;36188,05;970405,2;934217,15
420723;26.04.2023;75;100;5529;37;L3;2375;18,07;161;64;4868,75;4037,5;18,67;12171,88;1211,25;2415;512;16310,12;551950,0;535639,88
301346;28.04.2021;112;145;2206;11;L4;6257;18,91;287;114;9072,65;8134,1;3,79;22681,62;2440,23;4305;912;30338,86;662303,45;631964,6
154553;02.04.2020;334;114;424;59;L2;11202;33,35;365;146;17923,2;15682,8;0,38;44808,0;4704,84;5475;1168;56155,84;1713569,94;1657414,1
510679;08.11.2025;30;159;9759;113;L3;8792;23,52;350;140;10110,8;9671,2;7,65;25277,0;2901,36;5250;1120;34548,36;646651,6;612103,24
412577;05.07.2020;431;259;850;128;L6;3271;11,49;172;68;4742,95;4252,3;5,19;11857,38;1275,69;2580;544;16257,06;451561,55;435304,49
337657;26.05.2020;333;74;670;43;L3;6498;29,41;291;116;16245,0;12996,0;1,63;40612,5;3898,8;4365;928;49804,3;2118607,92;2068803,62
354903;09.08.2022;333;117;4345;11;L6;3625;16,24;161;64;9062,5;7250,0;0,59;22656,25;2175,0;2415;512;27758,25;1181895,0;1154136,75
105333;10.12.2022;383;58;4906;29;L2;1127;5,95;61;24;1803,2;1577,8;5,22;4508,0;473,34;915;192;6088,34;162919,12;156830,78
545646;24.11.2023;122;109;6497;80;L2;2535;14,71;232;92;5957,25;4816,5;8,34;14893,12;1444,95;3480;736;20554,08;679557,45;659003,38
381293;09.08.2022;289;293;4343;133;L4;8866;24,72;250;100;12855,7;11525,8;1,22;32139,25;3457,74;3750;800;40146,99;1125272,72;1085125,73
141667;21.12.2021;274;63;3288;123;L6;9427;39,82;373;149;22153,45;17911,3;1,21;55383,62;5373,39;5595;1192;67544,02;2750421,52;2682877,5
713774;25.10.2023;342;295;6362;87;L2;4795;21,84;279;111;8391,25;7192,5;12,99;20978,12;2157,75;4185;888;28208,88;993188,35;964979,48
129767;13.06.2024;54;281;7419;112;L6;12928;29,55;321;128;14867,2;14220,8;1,19;37168,0;4266,24;4815;1024;47273,24;1061259,52;1013986,28
537923;14.11.2022;330;20;4784;37;L6;4310;18,76;209;83;8835,5;7327,0;5,8;22088,75;2198,1;3135;664;28085,85;982507,6;954421,75
772450;07.01.2020;287;298;31;87;L2;2153;8,33;103;41;2798,9;2583,6;5,98;6997,25;775,08;1545;328;9645,33;214008,2;204362,87
231226;13.03.2025;49;78;8666;23;L5;4224;26,51;424;169;10560,0;8448,0;15,86;26400,0;2534,4;6360;1352;36646,4;1279618,56;1242972,16
377183;30.08.2024;19;138;7775;28;L1;4403;19,43;316;126;9686,6;7925,4;4,35;24216,5;2377,62;4740;1008;32342,12;1066230,48;1033888,36
201745;19.11.2024;193;32;8143;2;L5;7798;32,19;579;231;12476,8;10917,2;18,21;31192,0;3275,16;8685;1848;45000,16;1165801,0;1120800,84
509118;14.01.2023;342;70;5064;45;L2;1870;6,9;67;26;3272,5;2805,0;1,84;8181,25;841,5;1005;208;10235,75;387333,1;377097,35
633764;10.08.2022;345;187;4347;27;L2;9097;27,12;363;145;14555,2;12735,8;0,39;36388,0;3820,74;5445;1160;46813,74;1369735,29;1322921,55
728243;14.03.2024;403;150;7006;42;L1;9080;32,81;302;120;17252,0;14528,0;3,14;43130,0;4358,4;4530;960;52978,4;1868028,4;1815050,0
534017;10.06.2023;202;151;5735;97;L6;10576;33,84;373;149;18508,0;15864,0;0,0;46270,0;4759,2;5595;1192;57816,2;2016420,16;1958603,96
113479;22.07.2023;124;279;5925;70;L1;5627;17,96;215;86;8159,15;7315,1;5,31;20397,88;2194,53;3225;688;26505,4;677265,72;650760,31
772486;13.06.2024;25;204;7419;31;L6;8916;28,84;221;88;15603,0;13374,0;0,61;39007,5;4012,2;3315;704;47038,7;1389023,64;1341984,94
526423;07.08.2021;160;86;2670;69;L2;8307;32,81;423;169;17029,35;14121,9;4,48;42573,38;4236,57;6345;1352;54506,94;1953141,84;1898634,9
488828;30.09.2021;292;131;2917;128;L5;2547;9,77;160;64;4839,3;4075,2;2,03;12098,25;1222,56;2400;512;16232,81;484464,87;468232,06
249466;01.06.2025;459;286;9031;48;L3;788;11,77;50;20;1615,4;1339,6;17,74;4038,5;401,88;750;160;5350,38;173785,52;168435,14
216771;05.05.2024;144;91;7243;71;L5;7852;38,95;652;260;19630,0;15704,0;8,79;49075,0;4711,2;9780;2080;65646,2;2526773,6;2461127,4
747672;25.01.2025;92;230;8452;35;L5;7118;17,64;237;94;8185,7;7829,8;3,39;20464,25;2348,94;3555;752;27120,19;637701,62;610581,43
471822;10.09.2025;285;220;9491;110;L6;10048;40,35;435;174;22105,6;18086,4;1,93;55264,0;5425,92;6525;1392;68606,92;2410012,8;2341405,88
484674;11.01.2025;146;233;8388;127;L3;2941;13,71;212;84;6911,35;5587,9;2,95;17278,38;1676,37;3180;672;22806,74;785717,56;762910,82
60522;26.12.2022;398;221;4976;71;L4;7872;18,22;280;112;9052,8;8659,2;1,17;22632,0;2597,76;4200;896;30325,76;690768,0;660442,24
595417;17.03.2022;49;189;3680;39;L6;9961;45,91;586;234;24902,5;19922,0;4,17;62256,25;5976,6;8790;1872;78894,85;3017585,34;2938690,49
66393;02.01.2021;122;132;1679;141;L1;7998;38,39;433;173;18795,3;15196,2;10,25;46988,25;4558,86;6495;1384;59426,11;2144023,86;2084597,75
726558;03.05.2023;73;281;5563;56;L6;6338;26,48;387;154;14894,3;12042,2;0,24;37235,75;3612,66;5805;1232;47885,41;1652696,88;1604811,47
481130;15.10.2025;124;158;9653;97;L5;4418;12,37;138;55;6406,1;5743,4;0,71;16015,25;1723,02;2070;440;20248,27;531750,48;511502,21
778413;10.02.2023;434;285;5186;34;L6;8933;38,14;746;298;20992,55;16972,7;1,95;52481,38;5091,81;11190;2384;71147,18;2505438,51;2434291,33
113222;13.11.2023;101;77;6447;50;L5;4716;18,99;242;96;10375,2;8488,8;1,0;25938,0;2546,64;3630;768;32882,64;1205881,2;1172998,56
387373;24.10.2023;232;139;6358;89;L3;7891;25,27;296;118;12625,6;11047,4;3,82;31564,0;3314,22;4440;944;40262,22;1370351,06;1330088,84
36996;21.08.2023;243;125;6064;150;L5;2513;15,61;158;63;3643,85;3266,9;17,55;9109,62;980,07;2370;504;12963,7;359183,09;346219,4
472780;22.12.2021;426;116;3295;31;L2;10181;25,4;251;100;13235,3;12217,2;0,31;33088,25;3665,16;3765;800;41318,41;857240,2;815921,79
422296;23.11.2024;487;289;8165;80;L4;4798;18,92;285;114;9835,9;8156,6;2,53;24589,75;2446,98;4275;912;32223,73;1122348,16;1090124,43
701780;12.12.2025;426;40;9916;122;L4;8245;23,18;340;136;10718,5;9894,0;5,47;26796,25;2968,2;5100;1088;35952,45;694229,0;658276,55
195070;16.03.2023;133;117;5345;136;L6;8454;29,25;363;145;16062,6;13526,4;0,34;40156,5;4057,92;5445;1160;50819,42;1821667,92;1770848,5
681234;25.06.2022;388;13;4139;17;L3;3604;16,69;163;65;9010,0;7208,0;1,67;22525,0;2162,4;2445;520;27652,4;1099940,8;1072288,4
358120;28.03.2025;107;161;8734;9;L1;4772;16,84;218;87;8351,0;7158,0;3,13;20877,5;2147,4;3270;696;26990,9;830089,4;803098,5
22344;07.04.2021;219;49;2113;44;L5;2414;11,04;130;52;5310,8;4345,2;3,16;13277,0;1303,56;1950;416;16946,56;616849,42;599902,86
353678;03.05.2021;280;109;2232;134;L2;5456;23,3;284;113;7911,2;7092,8;16,92;19778,0;2127,84;4260;904;27069,84;790792,64;763722,8
287513;02.05.2020;172;122;562;107;L2;5460;15,48;162;64;7917,0;7098,0;1,26;19792,5;2129,4;2430;512;24863,9;779906,4;755042,5
7014;09.11.2023;160;292;6427;51;L4;6620;27,09;567;226;13571,0;11254,0;5,47;33927,5;3376,2;8505;1808;47616,7;1556494,4;1508877,7
377320;01.03.2024;352;87;6946;137;L3;3790;15,63;274;109;7201,0;6064,0;5,18;18002,5;1819,2;4110;872;24803,7;794800,9;769997,2
705521;22.01.2024;116;120;6765;112;L1;6618;24,17;338;135;12574,2;10588,8;2,8;31435,5;3176,64;5070;1080;40762,14;1391235,96;1350473,82
111662;25.06.2024;265;22;7474;140;L4;3332;13,63;250;100;5831,0;4998,0;5,93;14577,5;1499,4;3750;800;20626,9;506863,84;486236,94
487007;19.02.2025;55;152;8563;106;L1;3576;18,62;182;72;5185,2;4648,8;17,79;12963,0;1394,64;2730;576;17663,64;460731,84;443068,2
634460;04.10.2025;406;194;9602;18;L3;5997;15,76;191;76;6896,55;6596,7;4,65;17241,38;1979,01;2865;608;22693,38;471244,26;448550,88
94460;04.08.2025;417;236;9323;102;L3;3188;14,21;161;64;7491,8;6057,2;1,89;18729,5;1817,16;2415;512;23473,66;920503,12;897029,46
72571;05.10.2023;78;21;6268;138;L1;1614;5,4;71;28;2098,2;1936,8;2,79;5245,5;581,04;1065;224;7115,54;178347,0;171231,46
750572;17.06.2022;302;176;4102;122;L3;4529;21,43;248;99;7246,4;6340,6;16,06;18116,0;1902,18;3720;792;24530,18;676089,12;651558,94
315978;21.07.2024;235;297;7591;109;L4;11113;25,27;377;150;12779,95;12224,3;0,76;31949,87;3667,29;5655;1200;42472,16;934825,56;892353,4
521219;30.01.2020;210;256;137;96;L1;5460;24,53;301;120;12831,0;10374,0;3,64;32077,5;3112,2;4515;960;40664,7;1543050,6;1502385,9
226690;23.01.2024;320;32;6773;108;L5;5776;20,3;270;108;7508,8;6931,2;11,95;18772,0;2079,36;4050;864;25765,36;657713,12;631947,76
103728;26.10.2022;423;254;4698;138;L1;7936;35,39;520;208;18649,6;15078,4;4,74;46624,0;4523,52;7800;1664;60611,52;2314296,32;2253684,8
262194;11.06.2025;487;136;9078;105;L1;6606;25,26;352;140;13542,3;11230,2;1,91;33855,75;3369,06;5280;1120;43624,81;1545275,52;1501650,71
667728;21.06.2020;261;278;787;105;L2;8962;33,03;378;151;17027,8;14339,2;4,4;42569,5;4301,76;5670;1208;53749,26;1879779,5;1826030,24
777265;25.09.2021;416;218;2892;84;L5;2037;7,53;87;34;3259,2;2851,8;2,99;8148,0;855,54;1305;272;10580,54;244501,11;233920,57
743632;04.12.2023;290;121;6543;130;L4;5269;12,68;168;67;6059,35;5795,9;1,75;15148,37;1738,77;2520;536;19943,14;341325,82;321382,68
658400;17.06.2022;233;94;4100;53;L5;4172;16,3;194;77;7926,8;6675,2;3,89;19817,0;2002,56;2910;616;25345,56;828434,04;803088,48
135645;24.10.2023;56;162;6356;24;L4;3049;10,83;153;61;4878,4;4268,6;3,62;12196,0;1280,58;2295;488;16259,58;502292,26;486032,68
581245;12.12.2023;456;100;6578;147;L3;1293;6,79;87;34;1486,95;1422,3;7,79;3717,37;426,69;1305;272;5721,06;73170,87;67449,81
71253;10.11.2022;118;212;4769;49;L2;3931;12,62;155;62;6289,6;5503,4;1,97;15724,0;1651,02;2325;496;20196,02;591418,95;571222,93
701794;20.02.2023;147;207;5232;147;L2;4566;20,57;422;168;8675,4;7305,6;9,73;21688,5;2191,68;6330;1344;31554,18;884434,2;852880,02
482432;13.07.2023;491;294;5887;9;L5;7419;30,78;397;158;16321,8;13354,2;3,4;40804,5;4006,26;5955;1264;52029,76;1866323,64;1814293,88
767568;05.10.2023;430;88;6271;88;L4;9545;21,95;256;102;10976,75;10499,5;1,14;27441,88;3149,85;3840;816;35247,72;746991,7;711743,98
137221;09.10.2025;482;145;9624;114;L4;6233;30,09;363;145;15582,5;12466,0;5,33;38956,25;3739,8;5445;1160;49301,05;1716069,56;1666768,51
40727;15.01.2022;33;282;3405;65;L1;2285;7,41;72;28;3313,25;2970,5;2,38;8283,12;891,15;1080;224;10478,28;284345,4;273867,12
297510;31.12.2023;16;259;6665;131;L6;3605;10,06;127;50;4686,5;4326,0;2,23;11716,25;1297,8;1905;400;15319,05;292834,15;277515,1
226694;18.12.2024;394;10;8275;94;L6;6350;27,67;312;124;13970,0;11430,0;5,55;34925,0;3429,0;4680;992;44026,0;1540446,5;1496420,5
180110;04.10.2021;32;221;2933;149;L4;9148;40,62;708;283;21497,8;17381,2;5,12;53744,5;5214,36;10620;2264;71842,86;2570496,52;2498653,66
450023;14.04.2023;185;207;5476;123;L2;4832;14,83;175;70;5556,8;5315,2;8,02;13892,0;1594,56;2625;560;18671,56;383129,28;364457,72
173183;23.07.2021;288;25;2600;137;L2;4062;12,58;205;82;5889,9;5280,6;3,06;14724,75;1584,18;3075;656;20039,93;420579,48;400539,55
553619;07.03.2023;260;286;5301;64;L3;6713;19,16;372;148;7719,95;7384,3;8,24;19299,88;2215,29;5580;1184;28279,16;591348,17;563069,0
179408;19.11.2025;275;206;9811;38;L5;2257;9,04;109;43;2595,55;2482,7;7,97;6488,87;744,81;1635;344;9212,68;180875,98;171663,3
685003;17.05.2025;70;19;8962;119;L5;711;3,24;23;9;817,65;782,1;3,29;2044,12;234,63;345;72;2695,76;38905,92;36210,16
247465;23.09.2021;202;283;2881;44;L5;10825;35,87;500;200;18943,75;16237,5;2,45;47359,38;4871,25;7500;1600;61330,62;2063894,5;2002563,88
459330;21.08.2022;211;120;4400;126;L1;10230;25,17;527;210;11764,5;11253,0;4,5;29411,25;3375,9;7905;1680;42372,15;930930,0;888557,85
423653;26.03.2022;28;22;3722;87;L4;4345;22,38;320;128;8255,5;6952,0;14,86;20638,75;2085,6;4800;1024;28548,35;979580,25;951031,9
525055;19.03.2020;334;35;360;113;L5;9909;29,94;276;110;15854,4;13872,6;1,23;39636,0;4161,78;4140;880;48817,78;1515779,73;1466961,95
282249;01.04.2023;316;114;5418;67;L2;4015;17,1;227;90;9435,25;7628,5;0,8;23588,12;2288,55;3405;720;30001,68;1142709,15;1112707,48
149215;20.04.2020;140;155;505;57;L4;9741;24,79;282;112;12663,3;11689,2;1,26;31658,25;3506,76;4230;896;40291,01;1180024,74;1139733,73
706402;12.10.2020;136;154;1305;23;L6;2234;6,67;96;38;2569,1;2457,4;3,33;6422,75;737,22;1440;304;8903,97;197351,56;188447,59
77105;23.08.2023;186;182;6071;17;L4;2437;14,83;170;68;3899,2;3411,8;15,24;9748,0;1023,54;2550;544;13865,54;377783,74;363918,2
21543;10.01.2024;295;293;6714;107;L4;6704;21,99;270;108;11732,0;10056,0;1,08;29330,0;3016,8;4050;864;37260,8;1127746,88;1090486,08
471091;13.01.2021;475;148;1728;145;L1;2527;9,64;87;34;3664,15;3285,1;5,53;9160,38;985,53;1305;272;11722,9;289796,36;278073,46
389234;20.05.2023;51;103;5641;48;L5;3924;11,04;123;49;4512,6;4316,4;4,5;11281,5;1294,92;1845;392;14813,42;318314,88;303501,46
404753;10.03.2023;123;166;5316;56;L3;7878;22,22;346;138;11423,1;10241,4;1,59;28557,75;3072,42;5190;1104;37924,17;933385,44;895461,27
638310;07.01.2021;16;262;1699;53;L2;8352;20,8;292;116;10857,6;10022,4;0,17;27144,0;3006,72;4380;928;35458,72;678432,96;642974,24
460241;21.03.2022;104;190;3702;59;L2;6496;19,75;303;121;7470,4;7145,6;10,4;18676,0;2143,68;4545;968;26332,68;592500,16;566167,48
722433;23.03.2025;449;248;8712;150;L1;12850;38,61;492;196;20560,0;17990,0;1,16;51400,0;5397,0;7380;1568;65745,0;1989437,0;1923692,0
219071;28.06.2024;1;59;7486;41;L5;7758;34,18;482;192;14740,2;12412,8;14,98;36850,5;3723,84;7230;1536;49340,34;1490544,54;1441204,2
341314;24.12.2024;75;176;8304;21;L3;1362;7,9;96;38;2792,1;2315,4;5,77;6980,25;694,62;1440;304;9418,87;316528,8;307109,93
615922;04.08.2025;88;109;9324;121;L2;6652;21,83;320;128;8647,6;7982,4;10,66;21619,0;2394,72;4800;1024;29837,72;846067,88;816230,16
318509;18.10.2024;2;21;7998;35;L1;1225;4,48;40;16;1408,75;1347,5;3,48;3521,88;404,25;600;128;4654,12;100866,5;96212,38
80563;21.05.2021;482;160;2311;50;L3;6566;30,44;386;154;16415,0;13132,0;3,09;41037,5;3939,6;5790;1232;51999,1;1807751,12;1755752,02
543619;20.12.2020;329;298;1618;132;L2;6725;24,44;357;142;9751,25;8742,5;12,29;24378,12;2622,75;5355;1136;33491,88;973511,0;940019,12
221317;10.08.2025;465;292;9350;92;L4;4485;19,47;266;106;6503,25;5830,5;14,54;16258,12;1749,15;3990;848;22845,28;486891,6;464046,32
737419;23.02.2022;116;212;3581;126;L2;9537;33,71;673;269;18120,3;15259,2;1,81;45300,75;4577,76;10095;2152;62125,51;2004868,14;1942742,63
177036;25.01.2025;303;235;8450;147;L2;6411;30,19;828;331;15065,85;12180,9;7,04;37664,62;3654,27;12420;2648;56386,9;1762704,45;1706317,56
424979;31.01.2022;467;148;3478;81;L1;7267;19,26;374;149;8357,05;7993,7;5,96;20892,62;2398,11;5610;1192;30092,74;718851,64;688758,9
141873;03.12.2023;289;3;6537;63;L6;1540;5,44;57;22;2233,0;2002,0;2,5;5582,5;600,6;855;176;7214,1;195456,8;188242,7
510752;18.02.2025;500;50;8561;126;L1;1617;12,59;185;74;3799,95;3072,3;11,72;9499,88;921,69;2775;592;13788,56;478437,96;464649,4
263057;22.02.2020;398;247;241;137;L5;3437;9,86;181;72;3952,55;3780,7;4,33;9881,38;1134,21;2715;576;14306,58;301596,75;287290,16
473439;08.04.2021;468;170;2117;53;L6;4050;12,5;158;63;5872,5;5265,0;2,97;14681,25;1579,5;2370;504;19134,75;454815,0;435680,25
442456;13.11.2020;421;36;1451;82;L5;5307;14,5;159;63;7695,15;6899,1;0,13;19237,88;2069,73;2385;504;24196,6;829643,31;805446,7
253525;06.02.2024;302;46;6833;53;L5;8454;26,19;351;140;13526,4;11835,6;2,33;33816,0;3550,68;5265;1120;43751,68;1262013,12;1218261,44
322882;02.07.2020;2;200;837;126;L2;9405;21,84;465;186;10815,75;10345,5;1,55;27039,38;3103,65;6975;1488;38606,02;774407,7;735801,68
552087;10.04.2022;212;217;3789;102;L3;4801;16,66;197;78;8401,75;7201,5;2,58;21004,38;2160,45;2955;624;26743,82;924384,54;897640,72
45775;17.11.2024;203;267;8138;67;L5;4907;19,4;358;143;9323,3;7851,2;5,03;23308,25;2355,36;5370;1144;32177,61;1031598,61;999421,0
754175;27.01.2024;394;18;6788;118;L2;2878;13,26;173;69;6331,6;5180,4;3,95;15829,0;1554,12;2595;552;20530,12;698174,02;677643,9
169687;30.08.2021;278;116;2774;72;L2;1195;4,71;40;16;2270,5;1912,0;1,2;5676,25;573,6;600;128;6977,85;247030,4;240052,55
96003;07.06.2022;469;231;4054;55;L4;10216;25,71;403;161;13280,8;12259,2;0,74;33202,0;3677,76;6045;1288;44212,76;869688,08;825475,32
175813;05.05.2020;325;286;576;17;L3;1809;10,84;149;59;3708,45;3075,3;8,36;9271,12;922,59;2235;472;12900,72;431319,87;418419,16
667695;05.07.2025;125;18;9186;144;L2;6817;17,81;251;100;8862,1;8180,4;1,8;22155,25;2454,12;3765;800;29174,37;704400,61;675226,24
313793;11.04.2021;166;75;2132;133;L2;1631;7,95;60;24;3343,55;2772,7;3,9;8358,88;831,81;900;192;10282,68;427044,73;416762,04
205234;18.10.2023;77;300;6328;146;L4;1521;11,32;73;29;2661,75;2281,5;12,9;6654,38;684,45;1095;232;8665,83;246584,52;237918,7
607419;04.12.2025;107;255;9877;3;L4;2280;12,83;131;52;3990,0;3420,0;11,06;9975,0;1026,0;1965;416;13382,0;396606,0;383224,0
329831;10.05.2024;472;6;7263;125;L5;4424;18,3;210;84;5087,6;4866,4;16,77;12719,0;1459,92;3150;672;18000,92;243983,6;225982,68
396028;21.09.2024;238;295;7875;5;L2;3263;11,64;266;106;4731,35;4241,9;5,52;11828,37;1272,57;3990;848;17938,94;417370,33;399431,38
649758;07.05.2022;191;293;3913;54;L4;10890;45,51;561;224;25591,5;20691,0;0,41;63978,75;6207,3;8415;1792;80393,05;2769435,9;2689042,85
475771;06.07.2025;284;251;9188;113;L5;8811;28,83;325;130;15419,25;13216,5;1,28;38548,12;3964,95;4875;1040;48428,08;1732242,6;1683814,52
247358;04.07.2022;312;295;4180;123;L2;6779;31,23;337;134;12880,1;10846,4;15,83;32200,25;3253,92;5055;1072;41581,17;1286450,83;1244869,66
225548;12.09.2022;487;278;4500;40;L2;6417;26,1;213;85;13154,85;10908,9;4,97;32887,12;3272,67;3195;680;40034,8;1501064,64;1461029,84
460433;22.12.2022;376;37;4961;15;L6;5119;23,85;290;116;12797,5;10238,0;2,66;31993,75;3071,4;4350;928;40343,15;1625743,21;1585400,06
152657;18.06.2023;418;208;5770;91;L1;7928;27,5;383;153;13874,0;11892,0;4,27;34685,0;3567,6;5745;1224;45221,6;1428625,6;1383404,0
670053;22.12.2020;465;201;1627;104;L4;1336;5,3;47;18;1937,2;1736,8;3,33;4843,0;521,04;705;144;6213,04;145036,16;138823,12
158345;01.11.2020;445;140;1393;114;L4;8153;26,7;295;118;14267,75;12229,5;1,22;35669,38;3668,85;4425;944;44707,22;1463789,62;1419082,39
230682;21.03.2024;324;48;7037;83;L4;6843;19,39;259;103;9922,35;8895,9;1,56;24805,88;2668,77;3885;824;32183,64;895748,7;863565,06
305248;01.08.2021;82;177;2641;98;L4;10866;27,54;385;154;14125,8;13039,2;1,19;35314,5;3911,76;5775;1232;46233,26;1070952,96;1024719,7
701551;03.06.2022;38;294;4037;126;L5;3307;9,15;204;81;3803,05;3637,7;3,48;9507,62;1091,31;3060;648;14306,94;245214,05;230907,12
758398;12.05.2020;65;93;606;77;L3;4413;11,87;127;50;5736,9;5295,6;1,86;14342,25;1588,68;1905;400;18235,93;453656,4;435420,47
593656;25.11.2022;32;102;4837;126;L5;8868;37,82;727;290;20839,8;16849,2;1,87;52099,5;5054,76;10905;2320;70379,26;2491819,32;2421440,06
406604;28.09.2022;364;121;4571;97;L4;11488;34,45;382;152;18380,8;16083,2;0,9;45952,0;4824,96;5730;1216;57722,96;1875416,0;1817693,04
520038;30.11.2023;366;260;6526;5;L5;5172;30,7;736;294;12930,0;10344,0;15,88;32325,0;3103,2;11040;2352;48820,2;1429282,2;1380462,0
319074;03.11.2020;215;124;1404;86;L2;1411;12,85;94;37;2680,9;2257,6;15,99;6702,25;677,28;1410;296;9085,53;278658,39;269572,86
477596;17.08.2024;223;86;7715;6;L2;1119;5,22;32;12;1622,55;1454,7;4,36;4056,38;436,41;480;96;5068,78;143086,53;138017,74
38199;13.11.2025;486;90;9781;56;L1;6999;16,88;335;134;8048,85;7698,9;2,4;20122,12;2309,67;5025;1072;28528,8;584136,54;555607,74
621082;13.12.2022;317;212;4919;16;L2;2501;8,01;150;60;2876,15;2751,1;4,81;7190,37;825,33;2250;480;10745,7;166141,43;155395,73
144045;01.02.2022;282;150;3482;26;L1;8037;28,18;246;98;14064,75;12055,5;4,93;35161,88;3616,65;3690;784;43252,52;1491988,68;1448736,16
411631;10.05.2023;143;262;5593;85;L2;9436;39,54;611;244;22174,6;17928,4;0,58;55436,5;5378,52;9165;1952;71932,02;2531867,52;2459935,5
774017;21.02.2021;377;236;1905;62;L3;8493;35,6;447;178;18684,6;15287,4;4,62;46711,5;4586,22;6705;1424;59426,72;2192467,95;2133041,23
419250;27.05.2021;346;199;2342;112;L2;4379;15,47;149;59;8320,1;7006,4;0,8;20800,25;2101,92;2235;472;25609,17;883682,2;858073,03
508482;10.10.2022;370;148;4625;65;L1;7031;28,1;352;140;15468,2;12655,8;1,07;38670,5;3796,74;5280;1120;48867,24;1799514,14;1750646,9
468961;03.08.2021;26;244;2652;73;L2;875;5,05;64;25;2187,5;1750,0;2,4;5468,75;525,0;960;200;7153,75;285530,0;278376,25
27130;27.09.2021;265;150;2899;100;L1;2592;10,72;81;32;4536,0;3888,0;4,84;11340,0;1166,4;1215;256;13977,4;394295,04;380317,64
298079;01.12.2022;236;130;4864;112;L5;10884;45,61;514;205;23944,8;19591,2;5,89;59862,0;5877,36;7710;1640;75089,36;2751475,2;2676385,84
198184;26.11.2025;149;231;9844;78;L4;5133;12,46;114;45;5902,95;5646,3;1,93;14757,38;1693,89;1710;360;18521,26;281442,39;262921,12
683181;23.07.2021;339;256;2598;110;L1;8078;29,76;394;157;15348,2;12924,8;3,95;38370,5;3877,44;5910;1256;49413,94;1678931,52;1629517,58
339921;23.06.2025;37;102;9132;88;L5;3776;13,98;139;55;7174,4;6041,6;1,97;17936,0;1812,48;2085;440;22273,48;734620,8;712347,32
