Sensorwert_ID;Produktionsauftrag_ID;Maschinen_ID;Temperatur_C;Druck_bar;Vibration_mm;Stromaufnahme_A;Drehzahl_RPM;Ausfallrisiko;Zeitstempel
813923;148056;20;68,77;10,82;4,33;153,64;2440;54,74;10.10.2024 17:21
682401;679691;103;57,96;10,72;3,24;162,98;2279;43,59;26.11.2020 08:45
842170;725832;15;99,99;12,14;4,88;172,3;2184;90,79;25.05.2024 17:54
17698;604580;243;57,79;11,63;2,03;152,93;2468;30,47;23.02.2022 01:23
409646;411586;156;83,02;12,8;8,7;137,31;2241;126,18;31.05.2022 01:39
958159;211272;87;67,65;10,98;3,1;157,38;2570;48,89;07.11.2020 21:20
805850;574261;254;71,33;11,61;4,53;177,79;2347;56,73;05.08.2020 13:46
638994;67325;236;65,63;11,74;5,81;219,82;2790;62,27;27.08.2023 17:02
202121;384709;250;54,98;10,32;1,77;153,48;1997;25,41;22.09.2023 06:42
191133;75038;248;53,37;10,84;2,52;304,87;3545;32;24.08.2024 03:42
658634;642882;63;55,12;10,4;2,42;185,56;2186;32,56;30.08.2022 22:28
151662;703900;77;58,74;11,14;1,47;199,28;2486;26,79;28.08.2023 07:11
932769;766103;286;81,44;12,88;7,71;259,7;2846;91,43;04.06.2024 08:57
954906;113365;172;85,62;11,35;2,2;217,58;2526;72,19;22.05.2024 18:23
525238;286916;292;96,44;12,33;8,66;131,39;2288;110,39;29.09.2023 10:07
43554;793430;233;76,78;11,38;4,4;190,79;2740;57,91;17.02.2022 23:01
923739;711129;250;56;9,79;1,69;203,74;2321;26,39;14.04.2022 07:20
682751;514726;121;52,95;10,06;1,95;254,91;3165;27,43;03.09.2025 19:29
591342;358815;140;55,55;10,57;2,07;253,06;3191;30,92;20.10.2023 16:44
204653;241618;187;47,54;10,92;3,23;364,2;3586;38,09;16.01.2025 09:30
71682;481677;288;76,02;10,89;4,22;203,41;2447;57,12;10.01.2021 17:30
270496;181880;43;85,49;12,05;8,26;132,34;1982;99,32;20.09.2025 07:39
309689;698983;75;65,7;11,57;4,73;212;2789;58,13;06.07.2023 11:54
627584;113445;40;80,33;10,79;3,31;279,98;3013;54,37;17.05.2022 08:02
371097;131247;198;57,98;10,45;2,66;336,97;3105;34,85;27.07.2022 21:56
794142;671223;59;95,82;11,42;3,38;147,33;2287;74,75;11.01.2024 20:05
587583;142281;27;85,13;11,92;7,53;169,25;2204;93,89;31.01.2024 22:49
69745;745420;13;56,45;10,59;1,99;270,39;2974;30,97;10.02.2025 00:42
108605;327611;65;64,77;10,35;2,79;174,84;2376;38,78;21.02.2022 06:11
643721;451051;194;64,7;10,9;4,57;217,28;2754;52,61;23.12.2024 11:34
211294;581003;254;69,64;10,3;2,7;205,49;2676;40,45;28.05.2021 16:46
513079;223334;214;99,86;11,34;7,96;202,52;2779;111,61;13.03.2024 05:21
843956;63213;243;53,87;9,68;1,41;319,8;2977;25,39;22.02.2025 04:13
690981;134179;52;53,79;11,33;3,17;300,7;3083;36,12;21.08.2022 14:51
630475;91926;252;76,53;10,73;3,73;174,99;2336;52,05;27.09.2025 23:50
655652;775818;33;98,68;12,1;9,32;145,24;2051;131,61;13.11.2021 12:07
938474;679616;24;80,41;11,76;3,71;233,02;3121;54,94;09.08.2023 14:18
799106;244037;63;54,28;10,28;1,93;166,94;2322;27,36;12.03.2023 08:38
402652;150433;240;96,81;11,79;6,31;174,52;2427;88,15;04.03.2023 00:49
823987;675038;37;63,46;11,6;4,59;179,79;2628;52,43;23.07.2024 23:55
986917;708643;214;97,94;11,91;7,87;220,91;2705;114,15;08.06.2022 12:11
374168;515947;193;47,01;9,6;2,18;188,89;2529;30,28;04.10.2025 15:26
454025;193171;25;70,28;11,8;4,26;160,55;2179;50,63;10.09.2025 17:25
576851;480795;219;85,07;10,3;2,96;321,56;3022;44,32;19.06.2025 03:24
452256;1121;202;93,4;10;4,27;150,61;2041;83,79;02.04.2024 07:24
148898;731161;259;75,35;10,68;2,13;166,88;3066;40,86;23.12.2020 21:58
775567;380888;194;89,43;10,11;2,84;238,7;2574;46,39;08.11.2021 02:27
583691;73942;229;67,93;10,76;2,17;289,33;3056;34,83;18.09.2025 15:24
447908;639259;266;73,99;11,29;2,67;147,93;2419;41,08;17.01.2023 17:14
643496;15945;28;77,16;11,41;5,26;256,16;2791;65,07;06.07.2020 11:57
470193;199226;104;84,8;10,7;3,36;232,79;2873;53,55;23.04.2023 04:07
783482;130421;114;54,21;9,67;1,95;263,83;2801;29,42;14.06.2020 15:38
27898;333019;237;64,05;10,43;1,41;256,8;2706;30,23;15.06.2024 15:47
532844;595170;265;66,6;11,83;2,2;282,82;3098;32,48;27.02.2024 20:32
669057;412123;224;70,78;10,51;2,66;278,91;2655;40,71;21.12.2020 13:49
679337;277793;185;61,97;10,37;4,46;245,79;2662;56,33;23.05.2023 01:38
380206;42297;122;58,59;9,81;1,56;181,75;2230;28,13;13.09.2020 01:04
1035755;513005;40;77,87;11,56;3,51;259,92;2948;46,57;26.11.2025 08:18
946809;593005;109;90,35;11,52;5,43;125,62;2350;86,24;12.06.2020 21:21
688193;528171;94;78,16;12,36;4,48;292,39;2838;59,19;07.02.2022 11:05
962435;250603;91;86,84;11,91;5,57;216,58;2506;89,7;17.05.2020 05:25
859023;101615;145;69,8;10,15;3,31;201,87;2175;48,24;14.08.2023 08:16
981785;229300;61;82,95;11,08;2,98;194,68;2611;50,85;29.11.2021 02:27
451735;58242;168;94,35;11,88;5,19;207,42;2490;74,86;17.04.2024 00:55
16071;727334;234;89,24;10,59;3,2;209,8;2657;51,19;16.06.2025 05:40
472199;180020;141;54,52;10,65;1,52;172,83;2602;26,52;02.03.2022 20:40
108059;79900;205;61,59;11,39;5,02;150,27;2290;63,07;14.12.2021 01:39
212283;292330;69;86,99;12,35;6,06;191,9;2668;78,29;01.11.2020 06:15
243277;230952;179;51,77;10,4;2,5;164,96;2486;31;19.11.2024 23:46
175744;258869;286;83,1;12,93;9,25;151,1;2103;130,28;09.04.2021 07:24
449175;442811;274;64,5;9,48;1,34;235,64;2988;26,14;09.05.2022 13:33
956575;542285;20;69,4;11,35;5,56;268,71;2918;61,85;21.01.2023 08:44
189508;402983;175;80,07;10,65;3,59;293,07;3198;48,35;17.10.2020 19:51
79712;282513;125;95,76;11,86;6,34;183,37;2698;80,98;15.05.2023 17:52
97484;508622;84;102,36;12,39;6,46;217,33;2532;108,4;25.12.2021 22:18
991985;483332;180;113,4;11,96;5,69;170,19;2047;94,74;15.11.2023 06:14
472108;647599;243;58,39;10,06;2,64;238,21;2735;33,98;18.07.2025 13:09
934627;149984;76;78,35;10,8;4,08;241,99;3401;55,17;11.08.2025 07:32
963176;705864;136;73,67;10,94;2,9;253,21;3061;46,83;19.06.2021 14:42
764825;233966;226;117,52;12;7,06;142,9;2038;117,37;16.09.2021 21:00
560772;579835;38;65,38;11,67;7,72;172,86;2229;88,96;17.06.2023 13:56
417910;545124;50;78,31;12,46;6,92;221,45;2728;81,99;05.10.2021 17:30
726358;494561;159;114,72;11,67;4,54;202,54;2440;84,27;21.04.2021 04:40
770225;487305;15;98,43;12,83;10,62;135,12;2302;122,62;08.12.2024 22:03
557288;203666;2;45,73;9,5;2,33;142,88;2002;27,95;25.07.2020 06:58
401371;487757;90;73,53;11,15;4,97;195,26;2619;66,1;09.06.2022 07:11
673167;394320;128;53,79;10,44;3,25;127,55;2279;38;24.09.2020 02:20
928584;232381;273;66,74;11,11;1,72;304,68;3001;29,55;22.09.2023 19:21
2888;145017;278;59,49;12,07;6,37;191,85;2341;66,12;18.08.2023 04:36
443917;231871;195;79,36;10,9;3,75;174,12;2337;56,56;01.12.2024 20:00
273442;325242;149;103,12;12,74;7,12;149,71;2355;111,84;13.04.2025 19:42
131573;693499;251;65,01;12,27;5,36;216,6;2798;67,51;15.05.2024 05:21
850204;82402;157;66,45;11,1;4,16;174,87;2477;50,45;14.07.2020 22:24
445916;157530;124;88,86;11,35;5,67;167,22;2518;83,38;03.05.2025 09:58
730861;207478;250;56,64;11,09;2,64;154,62;2351;32,5;14.07.2024 11:24
820896;163385;212;81,27;10,45;3,52;169,56;2088;48,82;13.12.2022 00:05
993845;713186;161;70,63;10,93;2,82;253,8;2790;39,69;18.11.2020 15:35
19685;476828;95;52,18;10,88;3,32;141,85;2397;37,76;18.11.2022 20:59
731974;414592;41;102,9;12,38;8,56;253,44;2740;115,74;17.05.2022 07:36
869473;413006;20;72,21;9,93;3,32;246,78;2835;44,7;03.07.2020 13:54
680798;218206;267;75,98;10,51;2,61;177,44;2479;38,46;25.02.2025 22:20
804877;782163;188;85,33;11,08;5,32;177,12;2385;68,68;22.03.2021 00:23
405954;613778;80;92,22;12,55;9,65;160,44;2233;106,28;17.01.2025 16:10
516593;460558;103;79,31;11,29;4,07;191,52;2409;58,82;08.05.2024 03:14
357424;574639;191;101,56;12,44;4,72;205,13;2622;82,6;29.09.2024 15:09
171505;142957;129;80,68;12,09;6,17;173,11;2387;79,32;05.10.2022 18:50
301813;748641;277;52,73;10,72;2,66;169,21;2440;35,33;30.04.2024 08:16
887386;741103;44;66,81;10,62;1,9;248,9;2657;32,01;30.07.2022 07:28
596272;791140;74;57,76;10,94;2,27;190,68;2723;32,4;17.08.2025 11:10
234127;544771;80;92,33;12,15;7,61;139,47;1769;105,19;12.03.2020 12:00
714758;178121;69;102,71;12,63;6,04;174,29;1999;93,72;09.04.2021 16:41
848030;329469;86;80,62;11,02;3,96;186,87;2531;56,38;17.08.2023 06:10
774296;517730;281;59,89;10,78;1,49;196,89;2861;24,67;17.10.2021 03:46
607916;630684;198;49,92;9,91;2,18;228,13;2340;28,16;09.11.2024 20:32
392627;618993;4;67,45;11,83;4,48;152,49;2286;55,12;15.05.2024 18:12
493099;357467;136;86;11,45;4,71;245,21;2620;65,42;10.10.2025 08:31
264783;329827;187;47,66;10,76;2,21;198,32;2493;28,26;22.06.2023 16:56
632854;702887;30;88,6;10,97;5,19;213,36;2462;69,41;31.08.2020 20:55
549357;63936;110;85,37;12,33;6,71;213,25;2767;82,64;19.03.2025 15:20
973784;117958;114;55,29;10,26;2,74;290,89;3021;33,58;14.01.2021 05:17
824401;511604;245;77,63;12,4;8,76;173,31;2229;99,48;08.12.2023 15:25
100719;114655;87;59,92;11,7;3,49;160,64;2200;42,23;13.09.2025 06:28
178845;158844;140;58,11;10,27;2,37;239,91;2593;32,58;29.05.2021 10:16
729185;415834;37;78,8;11,8;6,12;164,31;2187;71,31;11.07.2023 18:53
766343;149610;289;75,77;10,98;3,63;183,19;2421;54,05;31.10.2020 01:20
396565;469514;256;69,1;11,53;3,74;254,91;2788;53,98;26.09.2020 20:19
985129;534655;169;99,12;12,24;6,1;125,01;2172;98,18;10.08.2021 10:33
295894;553999;128;51,54;9,86;2,6;222,6;2524;33,69;19.02.2020 08:34
915975;486461;70;55,99;10,76;2,82;185;2578;37,44;27.03.2023 02:10
702827;725794;46;76,61;12,51;4,82;266,48;3171;59,85;27.09.2024 07:48
332566;798272;9;83,92;11,24;4,3;226,23;2934;57,73;13.10.2021 20:58
254692;673873;116;68,21;11,62;2,55;181,14;2146;37,15;20.11.2024 05:59
846064;790468;117;61,19;12,02;2,68;207,91;2477;34,91;24.01.2024 06:20
255512;672225;107;85,22;10,5;4;259,84;2886;54,48;18.12.2020 22:44
340440;253741;107;72,14;11,37;4,92;289,61;2886;56,34;25.03.2024 02:44
652343;377698;53;55,94;11,34;2,62;156,64;2381;33,03;17.03.2023 05:40
569980;592426;86;70,35;12,61;5,75;288,16;2997;71,28;07.10.2020 14:43
745189;245720;56;52,83;11,03;3,27;328,04;3384;37,1;29.06.2020 03:52
462246;649364;297;52,5;10,14;2,89;166,09;2096;34,74;25.09.2023 13:12
760990;736151;63;54,91;10,73;2,05;242,33;3096;30,76;10.10.2021 09:50
